Departamento,Municipio,Longitud,Latitud
Atlántico,Galapa,-74.8870536631968,10.8977606605198
Atlántico,Tubará,-74.9842473774787,10.9071810126227
Quindío,Pijao,-75.6834290828161,4.30423456071175
Quindío,Buenavista,-75.7439902808739,4.36683802850266
Quindío,Córdoba,-75.6520187360665,4.3961199748664
Quindío,Montenegro,-75.8178883104573,4.52202067800343
Quindío,Quimbaya,-75.7921536171227,4.61028636251754
Cundinamarca,"Bogotá, D.C.",-74.1811544383455,4.31540802232803
Cundinamarca,Cota,-74.1233957369654,4.78824777276066
Antioquia,Medellín,-75.6112931318434,6.25765247560153
Antioquia,Girardota,-75.4479638285835,6.37973654356054
Antioquia,Donmatías,-75.3637613319115,6.50713670979534
Antioquia,Entrerrios,-75.559132415395,6.59461377803033
Antioquia,Belmira,-75.6538871621409,6.65377434196484
Cauca,Caloto,-76.366483706071,3.04524566948313
Cauca,Guachené,-76.3917315650288,3.14467332687644
Cauca,Villa Rica,-76.4661178993734,3.17849418735231
Cauca,Puerto Tejada,-76.4189892126749,3.26509663851562
Magdalena,Zona Bananera,-74.1789515872,10.7901245552101
Magdalena,Puebloviejo,-74.3599585483298,10.8483161947802
Magdalena,Ciénaga,-74.0445901214506,10.8890272754317
Atlántico,Suan,-74.907095751567,10.3109551616274
Bolívar,Calamar,-75.0010661492783,10.2188885957009
Atlántico,Santa Lucía,-74.9653637994194,10.353620783589
Bolívar,Soplaviento,-75.1169990745374,10.3320839343971
Bolívar,San Cristóbal,-75.0733146782049,10.3697015034575
Bolívar,San Estanislao,-75.2051997777971,10.3646709435283
Bolívar,Villanueva,-75.269654232368,10.4445047172346
Atlántico,Manatí,-74.9847668330684,10.4541524092428
Atlántico,Repelón,-75.1223099683785,10.5069520255671
Bolívar,Clemencia,-75.3144683940307,10.5566371976453
Atlántico,Luruaco,-75.1538321632291,10.634992161243
Bolívar,Santa Catalina,-75.2663959283903,10.6407571134163
Atlántico,Piojó,-75.1474427516521,10.7425233594884
Chocó,Carmen Del Darién,-76.9589412449222,7.04548051159284
Chocó,Riosucio,-77.3421168082119,7.38103101000141
Chocó,Nuevo Belen de Bajira,-76.8362346056447,7.45300303796401
Antioquia,Copacabana,-75.5008093689698,6.35181360074859
Antioquia,Bello,-75.5876594416175,6.35706057164575
Antioquia,San Jerónimo,-75.706060913854,6.4386952476262
Antioquia,San Pedro De Los Milagros,-75.5662167662303,6.45552813173293
Santander,Rionegro,-73.3724763898465,7.47423245091799
Norte de Santander,La Esperanza,-73.3613982624914,7.69518627784923
Cesar,San Alberto,-73.4534629942541,7.81453089250804
Cesar,San Martín,-73.5442289175524,7.93787696513367
Norte de Santander,Ábrego,-73.1584319990154,8.01987525547003
Norte de Santander,Ocaña,-73.3563395651019,8.23054569267747
Boyacá,Otanche,-74.197203786485,5.75379699866894
Santander,La Belleza,-74.0507248950622,5.91023264518566
Boyacá,Puerto Boyacá,-74.4528251794619,5.95346057182206
Santander,Bolívar,-74.1133836528454,6.09369551160111
Risaralda,Belén De Umbría,-75.8679293660116,5.20062684893156
Risaralda,Guática,-75.8043616979582,5.32030057529466
Risaralda,Pueblo Rico,-76.073593216992,5.28629499425433
Risaralda,Mistrató,-75.9614532161835,5.41422758205256
Cundinamarca,Pasca,-74.2739658693317,4.29372640158343
Cundinamarca,Fusagasugá,-74.388582368277,4.32344858468787
Cundinamarca,Silvania,-74.3705298361138,4.43686773607666
Cundinamarca,Sibaté,-74.2620540427723,4.46570727921854
Cundinamarca,Granada,-74.3372448027056,4.523484811675
Cundinamarca,Soacha,-74.230064455884,4.53929726687559
Valle del Cauca,Tuluá,-76.0325175166239,4.02840850909343
Valle del Cauca,Andalucía,-76.1646827558141,4.1448515100224
Valle del Cauca,Bugalagrande,-76.0895960545699,4.19684783477382
Valle del Cauca,Sevilla,-75.8881748486683,4.19342145672328
Sucre,Colosó,-75.3644665801592,9.52794223671532
Sucre,Chalán,-75.3232418963091,9.56788059517257
Sucre,Ovejas,-75.1882722602832,9.54990354754275
Bolívar,El Carmen De Bolívar,-75.1579362018233,9.69981988435508
Quindío,Calarcá,-75.6562531040186,4.46818582957976
Quindío,Armenia,-75.7248352734293,4.49930261384476
Quindío,Circasia,-75.6662664439835,4.60518111361375
Quindío,Salento,-75.5306713175529,4.61124669052456
Cundinamarca,La Calera,-73.9294330487144,4.70073452200165
Cundinamarca,Chía,-74.0368329218822,4.86545929303743
Cundinamarca,Guasca,-73.8464347784744,4.80127682648627
Cundinamarca,Sopó,-73.9658668143117,4.88786412863389
Cundinamarca,Tausa,-73.956182049916,5.19401132295622
Cundinamarca,Sutatausa,-73.8553124371167,5.2430893492089
Cundinamarca,Cucunubá,-73.7799975858963,5.23031948916549
Cundinamarca,Carmen De Carupa,-73.9261481271776,5.3388563816764
Córdoba,Cotorra,-75.7790023882594,9.05695113584173
Córdoba,Lorica,-75.9097802708015,9.16503276269507
